Year,Team,OPS,OBP
1966,Boston Red Sox,0.686,0.31
1966,Houston Astros,0.683,0.318
1966,Los Angeles Dodgers,0.676,0.314
1966,New York Yankees,0.673,0.299
1966,St. Louis Cardinals,0.666,0.298
1966,California Angels,0.657,0.303
1966,Cleveland Indians,0.657,0.297
1966,Washington Senators,0.65,0.295
1966,New York Mets,0.643,0.301
1966,Kansas City Athletics,0.631,0.294
1966,Chicago White Sox,0.628,0.297
1966,Pittsburgh Pirates,0.757,0.329
1966,Atlanta Braves,0.75,0.326
1966,Baltimore Orioles,0.733,0.324
1966,Detroit Tigers,0.727,0.321
1966,Cincinnati Reds,0.704,0.309
1966,Philadelphia Phillies,0.7,0.322
1966,Minnesota Twins,0.698,0.316
1966,San Francisco Giants,0.695,0.303
1966,Chicago Cubs,0.693,0.313
1966,Boston Red Sox,0.686,0.31
1966,Houston Astros,0.683,0.318
1966,Los Angeles Dodgers,0.676,0.314
1966,New York Yankees,0.673,0.299
1966,St. Louis Cardinals,0.666,0.298
1966,California Angels,0.657,0.303
1966,Cleveland Indians,0.657,0.297
1966,Washington Senators,0.65,0.295
1966,New York Mets,0.643,0.301
1966,Kansas City Athletics,0.631,0.294
1966,Chicago White Sox,0.628,0.297
1966,Pittsburgh Pirates,0.757,0.329
1966,Atlanta Braves,0.75,0.326
1966,Baltimore Orioles,0.733,0.324
1966,Detroit Tigers,0.727,0.321
1966,Cincinnati Reds,0.704,0.309
1966,Philadelphia Phillies,0.7,0.322
1966,Minnesota Twins,0.698,0.316
1966,San Francisco Giants,0.695,0.303
1966,Chicago Cubs,0.693,0.313
1966,Boston Red Sox,0.686,0.31
1966,Houston Astros,0.683,0.318
1966,Los Angeles Dodgers,0.676,0.314
1966,New York Yankees,0.673,0.299
1966,St. Louis Cardinals,0.666,0.298
1966,California Angels,0.657,0.303
1966,Cleveland Indians,0.657,0.297
1966,Washington Senators,0.65,0.295
1966,New York Mets,0.643,0.301
1966,Kansas City Athletics,0.631,0.294
1966,Chicago White Sox,0.628,0.297
1967,Boston Red Sox,0.716,0.321
1967,Pittsburgh Pirates,0.704,0.324
1967,Detroit Tigers,0.701,0.325
1967,St. Louis Cardinals,0.699,0.32
1967,Chicago Cubs,0.694,0.316
1967,San Francisco Giants,0.685,0.313
1967,Baltimore Orioles,0.682,0.31
1967,Houston Astros,0.681,0.317
1967,Atlanta Braves,0.679,0.307
1967,Minnesota Twins,0.678,0.309
1967,Philadelphia Phillies,0.67,0.313
1967,Cincinnati Reds,0.669,0.297
1967,Cleveland Indians,0.652,0.293
1967,California Angels,0.65,0.301
1967,Los Angeles Dodgers,0.633,0.301
1967,Kansas City Athletics,0.626,0.296
1967,Washington Senators,0.614,0.288
1967,New York Mets,0.613,0.288
1967,New York Yankees,0.613,0.296
1967,Chicago White Sox,0.611,0.291
1967,Boston Red Sox,0.716,0.321
1967,Pittsburgh Pirates,0.704,0.324
1967,Detroit Tigers,0.701,0.325
1967,St. Louis Cardinals,0.699,0.32
1967,Chicago Cubs,0.694,0.316
1967,San Francisco Giants,0.685,0.313
1967,Baltimore Orioles,0.682,0.31
1967,Houston Astros,0.681,0.317
1967,Atlanta Braves,0.679,0.307
1967,Minnesota Twins,0.678,0.309
1967,Philadelphia Phillies,0.67,0.313
1967,Cincinnati Reds,0.669,0.297
1967,Cleveland Indians,0.652,0.293
1967,California Angels,0.65,0.301
1967,Los Angeles Dodgers,0.633,0.301
1967,Kansas City Athletics,0.626,0.296
1967,Washington Senators,0.614,0.288
1967,New York Mets,0.613,0.288
1967,New York Yankees,0.613,0.296
1967,Chicago White Sox,0.611,0.291
1967,Boston Red Sox,0.716,0.321
1967,Pittsburgh Pirates,0.704,0.324
1967,Detroit Tigers,0.701,0.325
1967,St. Louis Cardinals,0.699,0.32
1967,Chicago Cubs,0.694,0.316
1967,San Francisco Giants,0.685,0.313
1967,Baltimore Orioles,0.682,0.31
1967,Houston Astros,0.681,0.317
1967,Atlanta Braves,0.679,0.307
1967,Minnesota Twins,0.678,0.309
1967,Philadelphia Phillies,0.67,0.313
1967,Cincinnati Reds,0.669,0.297
1967,Cleveland Indians,0.652,0.293
1967,California Angels,0.65,0.301
1967,Los Angeles Dodgers,0.633,0.301
1967,Kansas City Athletics,0.626,0.296
1967,Washington Senators,0.614,0.288
1967,New York Mets,0.613,0.288
1967,New York Yankees,0.613,0.296
1967,Chicago White Sox,0.611,0.291
1967,Boston Red Sox,0.716,0.321
1967,Pittsburgh Pirates,0.704,0.324
1967,Detroit Tigers,0.701,0.325
1967,St. Louis Cardinals,0.699,0.32
1967,Chicago Cubs,0.694,0.316
1967,San Francisco Giants,0.685,0.313
1967,Baltimore Orioles,0.682,0.31
1967,Houston Astros,0.681,0.317
1967,Atlanta Braves,0.679,0.307
1967,Minnesota Twins,0.678,0.309
1967,Philadelphia Phillies,0.67,0.313
1967,Cincinnati Reds,0.669,0.297
1967,Cleveland Indians,0.652,0.293
1967,California Angels,0.65,0.301
1967,Los Angeles Dodgers,0.633,0.301
1967,Kansas City Athletics,0.626,0.296
1967,Washington Senators,0.614,0.288
1967,New York Mets,0.613,0.288
1967,New York Yankees,0.613,0.296
1967,Chicago White Sox,0.611,0.291
1967,Boston Red Sox,0.716,0.321
1967,Pittsburgh Pirates,0.704,0.324
1967,Detroit Tigers,0.701,0.325
1967,St. Louis Cardinals,0.699,0.32
1967,Chicago Cubs,0.694,0.316
1967,San Francisco Giants,0.685,0.313
1967,Baltimore Orioles,0.682,0.31
1967,Houston Astros,0.681,0.317
1967,Atlanta Braves,0.679,0.307
1967,Minnesota Twins,0.678,0.309
1967,Philadelphia Phillies,0.67,0.313
1967,Cincinnati Reds,0.669,0.297
1967,Cleveland Indians,0.652,0.293
1967,California Angels,0.65,0.301
1967,Los Angeles Dodgers,0.633,0.301
1967,Kansas City Athletics,0.626,0.296
1967,Washington Senators,0.614,0.288
1967,New York Mets,0.613,0.288
1967,New York Yankees,0.613,0.296
1967,Chicago White Sox,0.611,0.291
1967,Boston Red Sox,0.716,0.321
1967,Pittsburgh Pirates,0.704,0.324
1967,Detroit Tigers,0.701,0.325
1967,St. Louis Cardinals,0.699,0.32
1967,Chicago Cubs,0.694,0.316
1967,San Francisco Giants,0.685,0.313
1967,Baltimore Orioles,0.682,0.31
1967,Houston Astros,0.681,0.317
1967,Atlanta Braves,0.679,0.307
1967,Minnesota Twins,0.678,0.309
1967,Philadelphia Phillies,0.67,0.313
1967,Cincinnati Reds,0.669,0.297
1967,Cleveland Indians,0.652,0.293
1967,California Angels,0.65,0.301
1967,Los Angeles Dodgers,0.633,0.301
1967,Kansas City Athletics,0.626,0.296
1967,Washington Senators,0.614,0.288
1967,New York Mets,0.613,0.288
1967,New York Yankees,0.613,0.296
1967,Chicago White Sox,0.611,0.291
1967,Boston Red Sox,0.716,0.321
1967,Pittsburgh Pirates,0.704,0.324
1967,Detroit Tigers,0.701,0.325
1967,St. Louis Cardinals,0.699,0.32
1967,Chicago Cubs,0.694,0.316
1967,San Francisco Giants,0.685,0.313
1967,Baltimore Orioles,0.682,0.31
1967,Houston Astros,0.681,0.317
1967,Atlanta Braves,0.679,0.307
1967,Minnesota Twins,0.678,0.309
1967,Philadelphia Phillies,0.67,0.313
1967,Cincinnati Reds,0.669,0.297
1967,Cleveland Indians,0.652,0.293
1967,California Angels,0.65,0.301
1967,Los Angeles Dodgers,0.633,0.301
1967,Kansas City Athletics,0.626,0.296
1967,Washington Senators,0.614,0.288
1967,New York Mets,0.613,0.288
1967,New York Yankees,0.613,0.296
1967,Chicago White Sox,0.611,0.291
1967,Boston Red Sox,0.716,0.321
1967,Pittsburgh Pirates,0.704,0.324
1967,Detroit Tigers,0.701,0.325
1967,St. Louis Cardinals,0.699,0.32
1967,Chicago Cubs,0.694,0.316
1967,San Francisco Giants,0.685,0.313
1967,Baltimore Orioles,0.682,0.31
1967,Houston Astros,0.681,0.317
1967,Atlanta Braves,0.679,0.307
1967,Minnesota Twins,0.678,0.309
1967,Philadelphia Phillies,0.67,0.313
1967,Cincinnati Reds,0.669,0.297
1967,Cleveland Indians,0.652,0.293
1967,California Angels,0.65,0.301
1967,Los Angeles Dodgers,0.633,0.301
1967,Kansas City Athletics,0.626,0.296
1967,Washington Senators,0.614,0.288
1967,New York Mets,0.613,0.288
1967,New York Yankees,0.613,0.296
1967,Chicago White Sox,0.611,0.291
1967,Boston Red Sox,0.716,0.321
1967,Pittsburgh Pirates,0.704,0.324
1967,Detroit Tigers,0.701,0.325
1967,St. Louis Cardinals,0.699,0.32
1967,Chicago Cubs,0.694,0.316
1967,San Francisco Giants,0.685,0.313
1967,Baltimore Orioles,0.682,0.31
1967,Houston Astros,0.681,0.317
1967,Atlanta Braves,0.679,0.307
1967,Minnesota Twins,0.678,0.309
1967,Philadelphia Phillies,0.67,0.313
1967,Cincinnati Reds,0.669,0.297
1967,Cleveland Indians,0.652,0.293
1967,California Angels,0.65,0.301
1967,Los Angeles Dodgers,0.633,0.301
1967,Kansas City Athletics,0.626,0.296
1967,Washington Senators,0.614,0.288
1967,New York Mets,0.613,0.288
1967,New York Yankees,0.613,0.296
1967,Chicago White Sox,0.611,0.291
1967,Boston Red Sox,0.716,0.321
1967,Pittsburgh Pirates,0.704,0.324
1967,Detroit Tigers,0.701,0.325
1967,St. Louis Cardinals,0.699,0.32
1967,Chicago Cubs,0.694,0.316
1967,San Francisco Giants,0.685,0.313
1967,Baltimore Orioles,0.682,0.31
1967,Houston Astros,0.681,0.317
1967,Atlanta Braves,0.679,0.307
1967,Minnesota Twins,0.678,0.309
1967,Philadelphia Phillies,0.67,0.313
1967,Cincinnati Reds,0.669,0.297
1967,Cleveland Indians,0.652,0.293
1967,California Angels,0.65,0.301
1967,Los Angeles Dodgers,0.633,0.301
1967,Kansas City Athletics,0.626,0.296
1967,Washington Senators,0.614,0.288
1967,New York Mets,0.613,0.288
1967,New York Yankees,0.613,0.296
1967,Chicago White Sox,0.611,0.291
1968,Cincinnati Reds,0.709,0.32
1968,Detroit Tigers,0.692,0.307
1968,Boston Red Sox,0.665,0.313
1968,Chicago Cubs,0.664,0.298
1968,Baltimore Orioles,0.656,0.304
1968,Minnesota Twins,0.649,0.299
1968,Pittsburgh Pirates,0.649,0.306
1968,San Francisco Giants,0.648,0.307
1968,Oakland Athletics,0.647,0.304
1968,Atlanta Braves,0.646,0.307
1968,St. Louis Cardinals,0.644,0.298
1968,Philadelphia Phillies,0.627,0.294
1968,Washington Senators,0.623,0.287
1968,Cleveland Indians,0.62,0.293
1968,Houston Astros,0.615,0.298
1968,New York Yankees,0.61,0.292
1968,California Angels,0.609,0.291
1968,Los Angeles Dodgers,0.608,0.289
1968,New York Mets,0.596,0.281
1968,Chicago White Sox,0.595,0.284
1968,Cincinnati Reds,0.709,0.32
1968,Detroit Tigers,0.692,0.307
1968,Boston Red Sox,0.665,0.313
1968,Chicago Cubs,0.664,0.298
1968,Baltimore Orioles,0.656,0.304
1968,Minnesota Twins,0.649,0.299
1968,Pittsburgh Pirates,0.649,0.306
1968,San Francisco Giants,0.648,0.307
1968,Oakland Athletics,0.647,0.304
1968,Atlanta Braves,0.646,0.307
1968,St. Louis Cardinals,0.644,0.298
1968,Philadelphia Phillies,0.627,0.294
1968,Washington Senators,0.623,0.287
1968,Cleveland Indians,0.62,0.293
1968,Houston Astros,0.615,0.298
1968,New York Yankees,0.61,0.292
1968,California Angels,0.609,0.291
1968,Los Angeles Dodgers,0.608,0.289
1968,New York Mets,0.596,0.281
1968,Chicago White Sox,0.595,0.284
1968,Cincinnati Reds,0.709,0.32
1968,Detroit Tigers,0.692,0.307
1968,Boston Red Sox,0.665,0.313
1968,Chicago Cubs,0.664,0.298
1968,Baltimore Orioles,0.656,0.304
1968,Minnesota Twins,0.649,0.299
1968,Pittsburgh Pirates,0.649,0.306
1968,San Francisco Giants,0.648,0.307
1968,Oakland Athletics,0.647,0.304
1968,Atlanta Braves,0.646,0.307
1968,St. Louis Cardinals,0.644,0.298
1968,Philadelphia Phillies,0.627,0.294
1968,Washington Senators,0.623,0.287
1968,Cleveland Indians,0.62,0.293
1968,Houston Astros,0.615,0.298
1968,New York Yankees,0.61,0.292
1968,California Angels,0.609,0.291
1968,Los Angeles Dodgers,0.608,0.289
1968,New York Mets,0.596,0.281
1968,Chicago White Sox,0.595,0.284
1968,Cincinnati Reds,0.709,0.32
1968,Detroit Tigers,0.692,0.307
1968,Boston Red Sox,0.665,0.313
1968,Chicago Cubs,0.664,0.298
1968,Baltimore Orioles,0.656,0.304
1968,Minnesota Twins,0.649,0.299
1968,Pittsburgh Pirates,0.649,0.306
1968,San Francisco Giants,0.648,0.307
1968,Oakland Athletics,0.647,0.304
1968,Atlanta Braves,0.646,0.307
1968,St. Louis Cardinals,0.644,0.298
1968,Philadelphia Phillies,0.627,0.294
1968,Washington Senators,0.623,0.287
1968,Cleveland Indians,0.62,0.293
1968,Houston Astros,0.615,0.298
1968,New York Yankees,0.61,0.292
1968,California Angels,0.609,0.291
1968,Los Angeles Dodgers,0.608,0.289
1968,New York Mets,0.596,0.281
1968,Chicago White Sox,0.595,0.284
1968,Cincinnati Reds,0.709,0.32
1968,Detroit Tigers,0.692,0.307
1968,Boston Red Sox,0.665,0.313
1968,Chicago Cubs,0.664,0.298
1968,Baltimore Orioles,0.656,0.304
1968,Minnesota Twins,0.649,0.299
1968,Pittsburgh Pirates,0.649,0.306
1968,San Francisco Giants,0.648,0.307
1968,Oakland Athletics,0.647,0.304
1968,Atlanta Braves,0.646,0.307
1968,St. Louis Cardinals,0.644,0.298
1968,Philadelphia Phillies,0.627,0.294
1968,Washington Senators,0.623,0.287
1968,Cleveland Indians,0.62,0.293
1968,Houston Astros,0.615,0.298
1968,New York Yankees,0.61,0.292
1968,California Angels,0.609,0.291
1968,Los Angeles Dodgers,0.608,0.289
1968,New York Mets,0.596,0.281
1968,Chicago White Sox,0.595,0.284
1968,Cincinnati Reds,0.709,0.32
1968,Detroit Tigers,0.692,0.307
1968,Boston Red Sox,0.665,0.313
1968,Chicago Cubs,0.664,0.298
1968,Baltimore Orioles,0.656,0.304
1968,Minnesota Twins,0.649,0.299
1968,Pittsburgh Pirates,0.649,0.306
1968,San Francisco Giants,0.648,0.307
1968,Oakland Athletics,0.647,0.304
1968,Atlanta Braves,0.646,0.307
1968,St. Louis Cardinals,0.644,0.298
1968,Philadelphia Phillies,0.627,0.294
1968,Washington Senators,0.623,0.287
1968,Cleveland Indians,0.62,0.293
1968,Houston Astros,0.615,0.298
1968,New York Yankees,0.61,0.292
1968,California Angels,0.609,0.291
1968,Los Angeles Dodgers,0.608,0.289
1968,New York Mets,0.596,0.281
1968,Chicago White Sox,0.595,0.284
1968,Cincinnati Reds,0.709,0.32
1968,Detroit Tigers,0.692,0.307
1968,Boston Red Sox,0.665,0.313
1968,Chicago Cubs,0.664,0.298
1968,Baltimore Orioles,0.656,0.304
1968,Minnesota Twins,0.649,0.299
1968,Pittsburgh Pirates,0.649,0.306
1968,San Francisco Giants,0.648,0.307
1968,Oakland Athletics,0.647,0.304
1968,Atlanta Braves,0.646,0.307
1968,St. Louis Cardinals,0.644,0.298
1968,Philadelphia Phillies,0.627,0.294
1968,Washington Senators,0.623,0.287
1968,Cleveland Indians,0.62,0.293
1968,Houston Astros,0.615,0.298
1968,New York Yankees,0.61,0.292
1968,California Angels,0.609,0.291
1968,Los Angeles Dodgers,0.608,0.289
1968,New York Mets,0.596,0.281
1968,Chicago White Sox,0.595,0.284
1968,Cincinnati Reds,0.709,0.32
1968,Detroit Tigers,0.692,0.307
1968,Boston Red Sox,0.665,0.313
1968,Chicago Cubs,0.664,0.298
1968,Baltimore Orioles,0.656,0.304
1968,Minnesota Twins,0.649,0.299
1968,Pittsburgh Pirates,0.649,0.306
1968,San Francisco Giants,0.648,0.307
1968,Oakland Athletics,0.647,0.304
1968,Atlanta Braves,0.646,0.307
1968,St. Louis Cardinals,0.644,0.298
1968,Philadelphia Phillies,0.627,0.294
1968,Washington Senators,0.623,0.287
1968,Cleveland Indians,0.62,0.293
1968,Houston Astros,0.615,0.298
1968,New York Yankees,0.61,0.292
1968,California Angels,0.609,0.291
1968,Los Angeles Dodgers,0.608,0.289
1968,New York Mets,0.596,0.281
1968,Chicago White Sox,0.595,0.284
1968,Cincinnati Reds,0.709,0.32
1968,Detroit Tigers,0.692,0.307
1968,Boston Red Sox,0.665,0.313
1968,Chicago Cubs,0.664,0.298
1968,Baltimore Orioles,0.656,0.304
1968,Minnesota Twins,0.649,0.299
1968,Pittsburgh Pirates,0.649,0.306
1968,San Francisco Giants,0.648,0.307
1968,Oakland Athletics,0.647,0.304
1968,Atlanta Braves,0.646,0.307
1968,St. Louis Cardinals,0.644,0.298
1968,Philadelphia Phillies,0.627,0.294
1968,Washington Senators,0.623,0.287
1968,Cleveland Indians,0.62,0.293
1968,Houston Astros,0.615,0.298
1968,New York Yankees,0.61,0.292
1968,California Angels,0.609,0.291
1968,Los Angeles Dodgers,0.608,0.289
1968,New York Mets,0.596,0.281
1968,Chicago White Sox,0.595,0.284
1968,Cincinnati Reds,0.709,0.32
1968,Detroit Tigers,0.692,0.307
1968,Boston Red Sox,0.665,0.313
1968,Chicago Cubs,0.664,0.298
1968,Baltimore Orioles,0.656,0.304
1968,Minnesota Twins,0.649,0.299
1968,Pittsburgh Pirates,0.649,0.306
1968,San Francisco Giants,0.648,0.307
1968,Oakland Athletics,0.647,0.304
1968,Atlanta Braves,0.646,0.307
1968,St. Louis Cardinals,0.644,0.298
1968,Philadelphia Phillies,0.627,0.294
1968,Washington Senators,0.623,0.287
1968,Cleveland Indians,0.62,0.293
1968,Houston Astros,0.615,0.298
1968,New York Yankees,0.61,0.292
1968,California Angels,0.609,0.291
1968,Los Angeles Dodgers,0.608,0.289
1968,New York Mets,0.596,0.281
1968,Chicago White Sox,0.595,0.284
1969,Baltimore Orioles,0.757,0.343
1969,Cincinnati Reds,0.757,0.335
1969,Boston Red Sox,0.748,0.333
1969,Minnesota Twins,0.748,0.34
1969,Pittsburgh Pirates,0.732,0.334
1969,Washington Senators,0.708,0.33
1969,Chicago Cubs,0.707,0.323
1969,Oakland Athletics,0.705,0.329
1969,Detroit Tigers,0.703,0.316
1969,Atlanta Braves,0.701,0.321
1969,San Francisco Giants,0.695,0.334
1969,Philadelphia Phillies,0.684,0.312
1969,Houston Astros,0.682,0.33
1969,Chicago White Sox,0.677,0.32
1969,St. Louis Cardinals,0.675,0.316
1969,Los Angeles Dodgers,0.674,0.315
1969,Montreal Expos,0.669,0.31
1969,New York Mets,0.662,0.311
1969,Seattle Pilots,0.662,0.316
1969,Cleveland Indians,0.652,0.307
1969,New York Yankees,0.652,0.308
1969,Kansas City Royals,0.647,0.309
1969,California Angels,0.619,0.3
1969,San Diego Padres,0.614,0.285
1969,Baltimore Orioles,0.757,0.343
1969,Cincinnati Reds,0.757,0.335
1969,Boston Red Sox,0.748,0.333
1969,Minnesota Twins,0.748,0.34
1969,Pittsburgh Pirates,0.732,0.334
1969,Washington Senators,0.708,0.33
1969,Chicago Cubs,0.707,0.323
1969,Oakland Athletics,0.705,0.329
1969,Detroit Tigers,0.703,0.316
1969,Atlanta Braves,0.701,0.321
1969,San Francisco Giants,0.695,0.334
1969,Philadelphia Phillies,0.684,0.312
1969,Houston Astros,0.682,0.33
1969,Chicago White Sox,0.677,0.32
1969,St. Louis Cardinals,0.675,0.316
1969,Los Angeles Dodgers,0.674,0.315
1969,Montreal Expos,0.669,0.31
1969,New York Mets,0.662,0.311
1969,Seattle Pilots,0.662,0.316
1969,Cleveland Indians,0.652,0.307
1969,New York Yankees,0.652,0.308
1969,Kansas City Royals,0.647,0.309
1969,California Angels,0.619,0.3
1969,San Diego Padres,0.614,0.285
1969,Baltimore Orioles,0.757,0.343
1969,Cincinnati Reds,0.757,0.335
1969,Boston Red Sox,0.748,0.333
1969,Minnesota Twins,0.748,0.34
1969,Pittsburgh Pirates,0.732,0.334
1969,Washington Senators,0.708,0.33
1969,Chicago Cubs,0.707,0.323
1969,Oakland Athletics,0.705,0.329
1969,Detroit Tigers,0.703,0.316
1969,Atlanta Braves,0.701,0.321
1969,San Francisco Giants,0.695,0.334
1969,Philadelphia Phillies,0.684,0.312
1969,Houston Astros,0.682,0.33
1969,Chicago White Sox,0.677,0.32
1969,St. Louis Cardinals,0.675,0.316
1969,Los Angeles Dodgers,0.674,0.315
1969,Montreal Expos,0.669,0.31
1969,New York Mets,0.662,0.311
1969,Seattle Pilots,0.662,0.316
1969,Cleveland Indians,0.652,0.307
1969,New York Yankees,0.652,0.308
1969,Kansas City Royals,0.647,0.309
1969,California Angels,0.619,0.3
1969,San Diego Padres,0.614,0.285
1969,Baltimore Orioles,0.757,0.343
1969,Cincinnati Reds,0.757,0.335
1969,Boston Red Sox,0.748,0.333
1969,Minnesota Twins,0.748,0.34
1969,Pittsburgh Pirates,0.732,0.334
1969,Washington Senators,0.708,0.33
1969,Chicago Cubs,0.707,0.323
1969,Oakland Athletics,0.705,0.329
1969,Detroit Tigers,0.703,0.316
1969,Atlanta Braves,0.701,0.321
1969,San Francisco Giants,0.695,0.334
1969,Philadelphia Phillies,0.684,0.312
1969,Houston Astros,0.682,0.33
1969,Chicago White Sox,0.677,0.32
1969,St. Louis Cardinals,0.675,0.316
1969,Los Angeles Dodgers,0.674,0.315
1969,Montreal Expos,0.669,0.31
1969,New York Mets,0.662,0.311
1969,Seattle Pilots,0.662,0.316
1969,Cleveland Indians,0.652,0.307
1969,New York Yankees,0.652,0.308
1969,Kansas City Royals,0.647,0.309
1969,California Angels,0.619,0.3
1969,San Diego Padres,0.614,0.285
1969,Baltimore Orioles,0.757,0.343
1969,Cincinnati Reds,0.757,0.335
1969,Boston Red Sox,0.748,0.333
1969,Minnesota Twins,0.748,0.34
1969,Pittsburgh Pirates,0.732,0.334
1969,Washington Senators,0.708,0.33
1969,Chicago Cubs,0.707,0.323
1969,Oakland Athletics,0.705,0.329
1969,Detroit Tigers,0.703,0.316
1969,Atlanta Braves,0.701,0.321
1969,San Francisco Giants,0.695,0.334
1969,Philadelphia Phillies,0.684,0.312
1969,Houston Astros,0.682,0.33
1969,Chicago White Sox,0.677,0.32
1969,St. Louis Cardinals,0.675,0.316
1969,Los Angeles Dodgers,0.674,0.315
1969,Montreal Expos,0.669,0.31
1969,New York Mets,0.662,0.311
1969,Seattle Pilots,0.662,0.316
1969,Cleveland Indians,0.652,0.307
1969,New York Yankees,0.652,0.308
1969,Kansas City Royals,0.647,0.309
1969,California Angels,0.619,0.3
1969,San Diego Padres,0.614,0.285
1969,Baltimore Orioles,0.757,0.343
1969,Cincinnati Reds,0.757,0.335
1969,Boston Red Sox,0.748,0.333
1969,Minnesota Twins,0.748,0.34
1969,Pittsburgh Pirates,0.732,0.334
1969,Washington Senators,0.708,0.33
1969,Chicago Cubs,0.707,0.323
1969,Oakland Athletics,0.705,0.329
1969,Detroit Tigers,0.703,0.316
1969,Atlanta Braves,0.701,0.321
1969,San Francisco Giants,0.695,0.334
1969,Philadelphia Phillies,0.684,0.312
1969,Houston Astros,0.682,0.33
1969,Chicago White Sox,0.677,0.32
1969,St. Louis Cardinals,0.675,0.316
1969,Los Angeles Dodgers,0.674,0.315
1969,Montreal Expos,0.669,0.31
1969,New York Mets,0.662,0.311
1969,Seattle Pilots,0.662,0.316
1969,Cleveland Indians,0.652,0.307
1969,New York Yankees,0.652,0.308
1969,Kansas City Royals,0.647,0.309
1969,California Angels,0.619,0.3
1969,San Diego Padres,0.614,0.285
1969,Baltimore Orioles,0.757,0.343
1969,Cincinnati Reds,0.757,0.335
1969,Boston Red Sox,0.748,0.333
1969,Minnesota Twins,0.748,0.34
1969,Pittsburgh Pirates,0.732,0.334
1969,Washington Senators,0.708,0.33
1969,Chicago Cubs,0.707,0.323
1969,Oakland Athletics,0.705,0.329
1969,Detroit Tigers,0.703,0.316
1969,Atlanta Braves,0.701,0.321
1969,San Francisco Giants,0.695,0.334
1969,Philadelphia Phillies,0.684,0.312
1969,Houston Astros,0.682,0.33
1969,Chicago White Sox,0.677,0.32
1969,St. Louis Cardinals,0.675,0.316
1969,Los Angeles Dodgers,0.674,0.315
1969,Montreal Expos,0.669,0.31
1969,New York Mets,0.662,0.311
1969,Seattle Pilots,0.662,0.316
1969,Cleveland Indians,0.652,0.307
1969,New York Yankees,0.652,0.308
1969,Kansas City Royals,0.647,0.309
1969,California Angels,0.619,0.3
1969,San Diego Padres,0.614,0.285
1969,Baltimore Orioles,0.757,0.343
1969,Cincinnati Reds,0.757,0.335
1969,Boston Red Sox,0.748,0.333
1969,Minnesota Twins,0.748,0.34
1969,Pittsburgh Pirates,0.732,0.334
1969,Washington Senators,0.708,0.33
1969,Chicago Cubs,0.707,0.323
1969,Oakland Athletics,0.705,0.329
1969,Detroit Tigers,0.703,0.316
1969,Atlanta Braves,0.701,0.321
1969,San Francisco Giants,0.695,0.334
1969,Philadelphia Phillies,0.684,0.312
1969,Houston Astros,0.682,0.33
1969,Chicago White Sox,0.677,0.32
1969,St. Louis Cardinals,0.675,0.316
1969,Los Angeles Dodgers,0.674,0.315
1969,Montreal Expos,0.669,0.31
1969,New York Mets,0.662,0.311
1969,Seattle Pilots,0.662,0.316
1969,Cleveland Indians,0.652,0.307
1969,New York Yankees,0.652,0.308
1969,Kansas City Royals,0.647,0.309
1969,California Angels,0.619,0.3
1969,San Diego Padres,0.614,0.285
1969,Baltimore Orioles,0.757,0.343
1969,Cincinnati Reds,0.757,0.335
1969,Boston Red Sox,0.748,0.333
1969,Minnesota Twins,0.748,0.34
1969,Pittsburgh Pirates,0.732,0.334
1969,Washington Senators,0.708,0.33
1969,Chicago Cubs,0.707,0.323
1969,Oakland Athletics,0.705,0.329
1969,Detroit Tigers,0.703,0.316
1969,Atlanta Braves,0.701,0.321
1969,San Francisco Giants,0.695,0.334
1969,Philadelphia Phillies,0.684,0.312
1969,Houston Astros,0.682,0.33
1969,Chicago White Sox,0.677,0.32
1969,St. Louis Cardinals,0.675,0.316
1969,Los Angeles Dodgers,0.674,0.315
1969,Montreal Expos,0.669,0.31
1969,New York Mets,0.662,0.311
1969,Seattle Pilots,0.662,0.316
1969,Cleveland Indians,0.652,0.307
1969,New York Yankees,0.652,0.308
1969,Kansas City Royals,0.647,0.309
1969,California Angels,0.619,0.3
1969,San Diego Padres,0.614,0.285
1969,Baltimore Orioles,0.757,0.343
1969,Cincinnati Reds,0.757,0.335
1969,Boston Red Sox,0.748,0.333
1969,Minnesota Twins,0.748,0.34
1969,Pittsburgh Pirates,0.732,0.334
1969,Washington Senators,0.708,0.33
1969,Chicago Cubs,0.707,0.323
1969,Oakland Athletics,0.705,0.329
1969,Detroit Tigers,0.703,0.316
1969,Atlanta Braves,0.701,0.321
1969,San Francisco Giants,0.695,0.334
1969,Philadelphia Phillies,0.684,0.312
1969,Houston Astros,0.682,0.33
1969,Chicago White Sox,0.677,0.32
1969,St. Louis Cardinals,0.675,0.316
1969,Los Angeles Dodgers,0.674,0.315
1969,Montreal Expos,0.669,0.31
1969,New York Mets,0.662,0.311
1969,Seattle Pilots,0.662,0.316
1969,Cleveland Indians,0.652,0.307
1969,New York Yankees,0.652,0.308
1969,Kansas City Royals,0.647,0.309
1969,California Angels,0.619,0.3
1969,San Diego Padres,0.614,0.285
1970,Cincinnati Reds,0.772,0.336
1970,Boston Red Sox,0.763,0.335
1970,San Francisco Giants,0.76,0.351
1970,Chicago Cubs,0.748,0.333
1970,Baltimore Orioles,0.745,0.344
1970,Atlanta Braves,0.738,0.334
1970,Pittsburgh Pirates,0.731,0.325
1970,Minnesota Twins,0.73,0.327
1970,Houston Astros,0.723,0.332
1970,Oakland Athletics,0.717,0.325
